INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
271818283,07/24/2023,23:38:00,MANHATTAN,OUTSIDE,28,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"997,853","230,889",40.800405,-73.950864,POINT (-73.950864 40.800405)
271818282,07/24/2023,02:40:00,BRONX,INSIDE,46,0,COMMERCIAL,BAR/NIGHT CLUB,Y,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,"1,011,329","249,447",40.851308,-73.902116,POINT (-73.902116 40.851308)
265124476,03/14/2023,12:50:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),25-44,M,ASIAN / PACIFIC ISLANDER,"1,001,068","233,533",40.80765394,-73.93924858,POINT (-73.93924858 40.80765394)
273428014,08/24/2023,19:46:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE,"1,006,946","223,582",40.78033,-73.918047,POINT (-73.918047 40.78033)
265584225,03/23/2023,18:42:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,009,904","180,751",40.662761,-73.907529,POINT (-73.907529 40.662761)
265698001,03/26/2023,21:04:00,MANHATTAN,OUTSIDE,32,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,18-24,M,BLACK,18-24,M,BLACK,"998,922","235,604",40.813343,-73.946995,POINT (-73.946995 40.813343)
274317598,09/12/2023,17:00:00,BROOKLYN,OUTSIDE,81,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,002,397","189,962",40.688061,-73.934564,POINT (-73.934564 40.688061)
265630356,03/24/2023,20:15:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"1,008,662","196,789",40.70678339,-73.91195031,POINT (-73.91195031 40.70678339)
266537340,04/11/2023,16:18:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,18-24,M,BLACK,25-44,M,BLACK HISPANIC,"1,001,312","231,864",40.80307253,-73.93837142,POINT (-73.93837142 40.80307253)
268973603,05/27/2023,21:15:00,QUEENS,INSIDE,113,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK,"1,052,364","187,814",40.681921,-73.754415,POINT (-73.754415 40.681921)
274180039,09/10/2023,05:22:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"998,241","187,165",40.680390356887045,-73.94955696438568,POINT (-73.94955696438568 40.680390356887045)
270556572,06/29/2023,00:29:00,BRONX,OUTSIDE,47,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,022,013","259,442",40.878703,-73.86344,POINT (-73.86344 40.878703)
268358704,05/16/2023,07:17:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,18-24,M,BLACK,<18,M,BLACK,"999,970","184,164",40.672153,-73.943328,POINT (-73.943328 40.672153)
273233819,08/21/2023,02:26:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,003,977","250,320",40.85372341677352,-73.92869108629856,POINT (-73.92869108629856 40.85372341677352)
272166648,07/31/2023,22:00:00,MANHATTAN,OUTSIDE,7,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK HISPANIC,"988,039","201,397",40.719466,-73.986331,POINT (-73.986331 40.719466)
270373347,06/24/2023,19:45:00,BRONX,OUTSIDE,45,0,STREET,(null),N,25-44,M,BLACK,<18,M,BLACK HISPANIC,"1,026,992","245,049",40.83917467,-73.84553047,POINT (-73.84553047 40.83917467)
272815859,08/12/2023,05:21:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,"1,013,381","178,731",40.657207,-73.895007,POINT (-73.895007 40.657207)
273899108,09/04/2023,00:40:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,45-64,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,"1,009,581","236,611",40.816084,-73.908484,POINT (-73.908484 40.816084)
263692953,02/15/2023,06:00:00,QUEENS,OUTSIDE,110,0,DWELLING,PVT HOUSE,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,025,013","212,350",40.749434,-73.852878,POINT (-73.852878 40.749434)
268790796,05/24/2023,15:31:00,QUEENS,OUTSIDE,113,0,STREET,COMMERCIAL BLDG,N,<18,M,BLACK,<18,M,BLACK,"1,045,863","186,872",40.679384,-73.777862,POINT (-73.777862 40.679384)
273899109,09/04/2023,05:02:00,BROOKLYN,OUTSIDE,76,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,"987,664","202,662",40.722937,-73.987683,POINT (-73.987683 40.722937)
271352165,07/14/2023,22:10:00,BROOKLYN,OUTSIDE,69,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,<18,M,BLACK,"1,013,835","175,981",40.649656,-73.893382,POINT (-73.893382 40.649656)
261307948,01/03/2023,03:19:00,BROOKLYN,INSIDE,72,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,"982,383","177,997",40.655237,-74.006726,POINT (-74.006726 40.655237)
275053556,09/27/2023,19:48:00,BROOKLYN,OUTSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),25-44,M,WHITE HISPANIC,"998,151","193,827",40.698679,-73.949866,POINT (-73.949866 40.698679)
269303368,06/03/2023,13:48:00,BROOKLYN,OUTSIDE,67,0,COMMERCIAL,SMALL MERCHANT,N,18-24,M,BLACK,18-24,M,BLACK,"1,007,209","179,705",40.659898,-73.917246,POINT (-73.917246 40.659898)
274180042,09/09/2023,12:17:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),Y,45-64,M,BLACK,25-44,M,BLACK,"997,256","191,871",40.69330874886407,-73.95309919017043,POINT (-73.95309919017043 40.69330874886407)
267811915,05/05/2023,19:07:00,BROOKLYN,INSIDE,79,0,OTHER,(null),N,25-44,M,BLACK,18-24,M,BLACK,"1,000,459","194,494",40.700503,-73.94154,POINT (-73.94154 40.700503)
264617751,03/05/2023,16:10:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,"1,001,899","221,193",40.773785,-73.936279,POINT (-73.936279 40.773785)
270206141,06/21/2023,07:26:00,BROOKLYN,OUTSIDE,79,0,STREET,GROCERY/BODEGA,Y,(null),(null),(null),25-44,M,BLACK,"998,367","189,350",40.686388,-73.949096,POINT (-73.949096 40.686388)
269500428,06/07/2023,21:42:00,MANHATTAN,OUTSIDE,23,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,"998,751","226,901",,,
268208976,05/13/2023,12:20:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,25-44,F,BLACK,25-44,M,BLACK,"1,008,676","178,766",40.657315,-73.911963,POINT (-73.911963 40.657315)
268864364,05/25/2023,22:48:00,QUEENS,OUTSIDE,101,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,"1,052,667","161,622",40.610028,-73.753587,POINT (-73.753587 40.610028)
261543381,01/07/2023,07:10:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,"1,007,009","183,496",40.670304,-73.917957,POINT (-73.917957 40.670304)
275209616,09/29/2023,20:52:00,BRONX,OUTSIDE,49,0,STREET,(null),N,25-44,M,WHITE,25-44,M,WHITE,"1,021,046","252,935",40.860846,-73.866974,POINT (-73.866974 40.860846)
268233288,05/13/2023,03:45:00,MANHATTAN,OUTSIDE,9,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"987,520","202,899",40.723587,-73.988201,POINT (-73.988201 40.723587)
268973603,05/27/2023,21:15:00,QUEENS,INSIDE,113,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,F,BLACK,25-44,M,BLACK,"1,052,364","187,814",40.681921,-73.754415,POINT (-73.754415 40.681921)
261579694,01/08/2023,04:30:00,BRONX,OUTSIDE,49,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,"1,020,230","256,150",40.869676,-73.869907,POINT (-73.869907 40.869676)
269307857,06/04/2023,00:20:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,"1,017,036","183,890",,,
272366658,08/03/2023,23:46:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,18-24,M,BLACK,18-24,M,BLACK,"1,016,052","183,937",40.671486,-73.885356,POINT (-73.885356 40.671486)
273899416,09/04/2023,22:00:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),<18,M,WHITE HISPANIC,"1,011,314","241,548",40.82962741086362,-73.90220480962613,POINT (-73.90220480962613 40.82962741086362)
272458923,08/06/2023,06:40:00,BRONX,OUTSIDE,45,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,035,369","247,046",40.844613,-73.815241,POINT (-73.815241 40.844613)
266626262,04/13/2023,02:14:00,BRONX,OUTSIDE,43,0,STREET,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,F,BLACK HISPANIC,"1,021,853","242,624",40.832542,-73.864116,POINT (-73.864116 40.832542)
261370748,01/04/2023,20:41:00,BROOKLYN,INSIDE,75,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,"1,012,151","179,720",40.659923,-73.899435,POINT (-73.899435 40.659923)
261712055,01/10/2023,21:45:00,MANHATTAN,OUTSIDE,23,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,WHITE HISPANIC,"999,579","228,737",40.794494,-73.944636,POINT (-73.944636 40.794494)
268440541,05/17/2023,17:58:00,BRONX,OUTSIDE,44,0,STREET,(null),N,45-64,M,BLACK,25-44,M,WHITE HISPANIC,"1,004,805","238,462",40.82117476,-73.92573438,POINT (-73.92573438 40.82117476)
263693795,02/15/2023,14:25:00,QUEENS,INSIDE,106,0,COMMERCIAL,GROCERY/BODEGA,N,25-44,M,BLACK,45-64,M,ASIAN / PACIFIC ISLANDER,"1,033,051","185,949",40.676929,-73.82406,POINT (-73.82406 40.676929)
264250139,02/26/2023,04:00:00,QUEENS,OUTSIDE,100,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,033,851","152,220",40.584346,-73.821423,POINT (-73.821423 40.584346)
268970253,05/28/2023,16:36:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,"1,007,838","183,043",40.669056,-73.914969,POINT (-73.914969 40.669056)
272480004,08/06/2023,02:51:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,"1,001,657","186,219",40.67779,-73.937242,POINT (-73.937242 40.67779)
267195703,04/24/2023,17:58:00,BROOKLYN,OUTSIDE,67,0,STREET,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,"1,004,905","179,376",40.658999,-73.925554,POINT (-73.925554 40.658999)
265125161,03/14/2023,22:19:00,BROOKLYN,OUTSIDE,71,0,VEHICLE,(null),N,18-24,M,BLACK,25-44,M,BLACK,"997,054","181,094",40.66372862,-73.95384809,POINT (-73.95384809 40.66372862)
271818918,07/22/2023,01:06:00,MANHATTAN,OUTSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,"999,229","229,689",40.797107,-73.945898,POINT (-73.945898 40.797107)
270085084,06/19/2023,00:45:00,QUEENS,OUTSIDE,100,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,"1,034,646","153,480",40.587801,-73.818552,POINT (-73.818552 40.587801)
263481576,02/11/2023,21:40:00,BRONX,OUTSIDE,52,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,013,182","255,873",40.86894,-73.89539,POINT (-73.89539 40.86894)
268554247,05/19/2023,15:52:00,STATEN ISLAND,OUTSIDE,120,0,PLAYGROUND,(null),Y,<18,M,BLACK,<18,M,BLACK,"962,873","174,172",,,
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,Y,25-44,M,WHITE HISPANIC,18-24,M,BLACK,"1,013,973","247,558",40.846117,-73.892569,POINT (-73.892569 40.846117)
262747865,01/30/2023,18:25:00,BROOKLYN,OUTSIDE,62,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE,"990,307","159,870",40.605481,-73.978186,POINT (-73.978186 40.605481)
266473081,04/10/2023,22:00:00,BRONX,OUTSIDE,47,1,TRANSIT,(null),Y,<18,M,BLACK,<18,M,BLACK,"1,020,990","256,795",40.87144091,-73.86715728,POINT (-73.86715728 40.87144091)
274517246,09/15/2023,19:15:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,005,993","195,450",40.70311511339413,-73.92158123920186,POINT (-73.92158123920186 40.70311511339413)
265354835,03/19/2023,23:48:00,BRONX,INSIDE,47,0,COMMERCIAL,GROCERY/BODEGA,Y,18-24,M,BLACK,18-24,M,BLACK,"1,025,687","268,586",40.903785,-73.850098,POINT (-73.850098 40.903785)
272458923,08/06/2023,06:40:00,BRONX,OUTSIDE,45,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,"1,035,369","247,046",40.844613,-73.815241,POINT (-73.815241 40.844613)
265403528,03/20/2023,21:48:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"998,237","187,027",40.680013,-73.949571,POINT (-73.949571 40.680013)
266702449,04/14/2023,02:02:00,BRONX,OUTSIDE,46,0,STREET,(null),N,<18,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,"1,008,383","250,881",40.85525224,-73.91276232,POINT (-73.91276232 40.85525224)
263692952,02/15/2023,17:20:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,<18,M,BLACK,18-24,M,WHITE HISPANIC,"1,010,638","248,020",40.8473932,-73.90462205,POINT (-73.90462205 40.8473932)
272365819,08/03/2023,19:29:00,BROOKLYN,INSIDE,67,0,COMMERCIAL,GROCERY/BODEGA,N,18-24,M,BLACK,18-24,M,BLACK,"1,005,850","179,669",40.659801,-73.922144,POINT (-73.922144 40.659801)
269499872,06/07/2023,18:32:00,BROOKLYN,INSIDE,90,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,"1,000,630","197,598",40.709023,-73.940918,POINT (-73.940918 40.709023)
269233784,06/02/2023,15:55:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,25-44,M,BLACK,45-64,F,BLACK,"997,689","190,749",40.69023,-73.951538,POINT (-73.951538 40.69023)
269311790,06/04/2023,22:54:00,BRONX,OUTSIDE,44,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,BLACK HISPANIC,25-44,F,BLACK HISPANIC,"1,005,382","246,865",40.84423721,-73.9236232,POINT (-73.9236232 40.84423721)
273520494,08/27/2023,02:36:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,F,BLACK,"1,001,780","216,879",40.761942,-73.936717,POINT (-73.936717 40.761942)
263065673,02/04/2023,19:48:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"999,073","230,985",40.80066396,-73.94646071,POINT (-73.94646071 40.80066396)
263399439,02/10/2023,16:55:00,BROOKLYN,OUTSIDE,60,0,COMMERCIAL,GROCERY/BODEGA,N,(null),(null),(null),18-24,M,WHITE,"984,503","148,779",40.575042,-73.999086,POINT (-73.999086 40.575042)
268973603,05/27/2023,21:15:00,QUEENS,INSIDE,113,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,BLACK,"1,052,364","187,814",40.681921,-73.754415,POINT (-73.754415 40.681921)
263065672,02/04/2023,17:30:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,BLACK,45-64,F,BLACK,"1,006,371","250,007",40.852859,-73.920037,POINT (-73.920037 40.852859)
273176661,08/20/2023,01:47:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,016,542","257,532",40.873484,-73.883235,POINT (-73.883235 40.873484)
266828891,04/17/2023,03:01:00,QUEENS,OUTSIDE,101,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,056,167","156,298",40.595388,-73.74104,POINT (-73.74104 40.595388)
265354835,03/19/2023,23:48:00,BRONX,INSIDE,47,0,COMMERCIAL,GROCERY/BODEGA,N,18-24,M,BLACK,25-44,M,BLACK,"1,025,687","268,586",40.903785,-73.850098,POINT (-73.850098 40.903785)
263839261,02/16/2023,23:55:00,STATEN ISLAND,INSIDE,120,0,DWELLING,MULTI DWELL - APT BUILD,Y,<18,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,"963,050","167,318",40.625903,-74.07637,POINT (-74.07637 40.625903)
275218028,09/30/2023,17:12:00,BROOKLYN,OUTSIDE,79,2,HOUSING,(null),Y,18-24,M,WHITE HISPANIC,25-44,M,BLACK,"1,000,301","192,923",40.696192,-73.942116,POINT (-73.942116 40.696192)
270867008,07/05/2023,22:10:00,BRONX,OUTSIDE,50,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,012,062","257,773",40.87415786641501,-73.89943462159552,POINT (-73.89943462159552 40.87415786641501)
271818282,07/24/2023,02:40:00,BRONX,INSIDE,46,0,COMMERCIAL,BAR/NIGHT CLUB,Y,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,"1,011,329","249,447",40.851308,-73.902116,POINT (-73.902116 40.851308)
263692951,02/15/2023,21:55:00,MANHATTAN,OUTSIDE,33,0,STREET,(null),Y,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,"999,318","245,037",40.83923231,-73.94554424,POINT (-73.94554424 40.83923231)
264689064,03/07/2023,14:18:00,BROOKLYN,INSIDE,72,0,COMMERCIAL,GROCERY/BODEGA,N,18-24,M,BLACK,18-24,M,BLACK,"982,942","177,558",40.654033,-74.004711,POINT (-74.004711 40.654033)
271052451,07/09/2023,18:52:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,001,370","238,165",40.820368,-73.938143,POINT (-73.938143 40.820368)
274939046,09/25/2023,01:01:00,QUEENS,OUTSIDE,110,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,"1,023,180","209,355",40.741224,-73.859511,POINT (-73.859511 40.741224)
269623696,06/09/2023,02:00:00,BRONX,OUTSIDE,46,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,"1,010,969","248,350",40.8483,-73.903423,POINT (-73.903423 40.8483)
271016897,07/08/2023,19:54:00,STATEN ISLAND,INSIDE,120,0,COMMERCIAL,GROCERY/BODEGA,Y,18-24,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,"949,935","164,099",40.617024,-74.123601,POINT (-74.123601 40.617024)
271171073,07/11/2023,21:40:00,BROOKLYN,OUTSIDE,72,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK HISPANIC,"981,558","172,010",40.638805,-74.009699,POINT (-74.009699 40.638805)
269868924,06/14/2023,08:21:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,BLACK,"1,010,906","248,102",40.847618,-73.903652,POINT (-73.903652 40.847618)
261712054,01/10/2023,21:00:00,QUEENS,OUTSIDE,101,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,048,790","156,423",40.5957862,-73.76760259,POINT (-73.76760259 40.5957862)
269184590,06/01/2023,20:04:00,BRONX,OUTSIDE,41,0,STREET,GROCERY/BODEGA,N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"1,014,891","237,941",40.819718,-73.889295,POINT (-73.889295 40.819718)
271076528,07/10/2023,00:06:00,MANHATTAN,OUTSIDE,5,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK,18-24,F,WHITE HISPANIC,"984,984","197,590",40.709018,-73.997352,POINT (-73.997352 40.709018)
270036232,06/17/2023,16:39:00,BRONX,OUTSIDE,49,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,18-24,M,BLACK,18-24,M,WHITE HISPANIC,"1,025,102","256,070",40.869433,-73.852291,POINT (-73.852291 40.869433)
266702724,04/14/2023,13:48:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK HISPANIC,"1,005,079","246,455",40.843115,-73.924717,POINT (-73.924717 40.843115)
274396069,09/13/2023,19:02:00,BRONX,OUTSIDE,40,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,F,BLACK,"1,005,674","234,940",40.811507,-73.922606,POINT (-73.922606 40.811507)
265350047,03/19/2023,12:30:00,QUEENS,OUTSIDE,111,0,STREET,(null),N,45-64,M,ASIAN / PACIFIC ISLANDER,45-64,F,ASIAN / PACIFIC ISLANDER,"1,053,802","212,617",40.749988,-73.748972,POINT (-73.748972 40.749988)
268302280,05/15/2023,13:19:00,BRONX,OUTSIDE,41,0,STREET,(null),N,18-24,M,WHITE HISPANIC,45-64,M,BLACK HISPANIC,"1,011,588","237,995",40.819877,-73.901226,POINT (-73.901226 40.819877)
269652511,06/09/2023,19:45:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"1,005,293","237,196",40.8177,-73.923972,POINT (-73.923972 40.8177)
266822496,04/17/2023,16:03:00,BROOKLYN,OUTSIDE,69,0,STREET,GROCERY/BODEGA,Y,18-24,M,BLACK,18-24,M,WHITE HISPANIC,"1,012,994","171,712",40.637942,-73.896429,POINT (-73.896429 40.637942)
268302281,05/15/2023,17:33:00,BRONX,OUTSIDE,43,0,STREET,MULTI DWELL - APT BUILD,Y,18-24,M,WHITE HISPANIC,18-24,M,BLACK,"1,020,517","242,653",40.832627,-73.868942,POINT (-73.868942 40.832627)
263357365,02/07/2023,16:40:00,BROOKLYN,OUTSIDE,70,0,OTHER,(null),Y,18-24,M,WHITE HISPANIC,18-24,M,BLACK,"998,839","168,942",40.630373,-73.947438,POINT (-73.947438 40.630373)
267930503,05/08/2023,05:35:00,MANHATTAN,OUTSIDE,34,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,006,513","253,947",40.863675,-73.919511,POINT (-73.919511 40.863675)
270939176,07/06/2023,23:08:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"951,999","168,438",40.628941186484326,-74.11618787789033,POINT (-74.11618787789033 40.628941186484326)
266427563,04/09/2023,04:15:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,"1,003,890","172,805",40.640965,-73.92923,POINT (-73.92923 40.640965)
274622217,09/18/2023,23:20:00,BROOKLYN,OUTSIDE,61,0,COMMERCIAL,RESTAURANT/DINER,N,(null),(null),(null),18-24,M,BLACK,"1,000,914","154,462",40.590625,-73.939999,POINT (-73.939999 40.590625)
273233818,08/21/2023,15:25:00,BROOKLYN,INSIDE,75,0,COMMERCIAL,GROCERY/BODEGA,Y,<18,M,BLACK,18-24,M,BLACK,"1,013,290","182,577",40.667761,-73.895318,POINT (-73.895318 40.667761)
271746435,07/22/2023,23:27:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,45-64,M,BLACK,"1,000,678","230,719",40.799931027946656,-73.9406642603565,POINT (-73.9406642603565 40.799931027946656)
274622218,09/18/2023,19:22:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,"996,019","182,558",40.66775,-73.957575,POINT (-73.957575 40.66775)
273899113,09/04/2023,18:40:00,BROOKLYN,INSIDE,71,0,OTHER,HOSPITAL,N,(null),(null),(null),25-44,M,BLACK,"999,439","178,174",40.655711,-73.945257,POINT (-73.945257 40.655711)
261519678,01/06/2023,14:30:00,BROOKLYN,INSIDE,67,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,"1,005,656","181,038",40.663561,-73.922839,POINT (-73.922839 40.663561)
270550922,06/28/2023,17:40:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,"1,017,468","180,474",40.661976,-73.880268,POINT (-73.880268 40.661976)
262586366,01/26/2023,18:23:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,011,203","174,514",40.645639,-73.902874,POINT (-73.902874 40.645639)
264144635,02/23/2023,20:57:00,BROOKLYN,OUTSIDE,84,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,"988,688","193,728",40.69841422,-73.98399494,POINT (-73.98399494 40.69841422)
262443110,01/24/2023,22:58:00,BRONX,INSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,18-24,M,BLACK,25-44,M,BLACK,"1,010,158","242,490",40.832218,-73.906377,POINT (-73.906377 40.832218)
268295739,05/15/2023,23:18:00,BRONX,OUTSIDE,41,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,013,069","237,499",40.818509,-73.89588,POINT (-73.89588 40.818509)
267492348,04/29/2023,17:41:00,MANHATTAN,OUTSIDE,18,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,"986,744","216,410",40.760674,-73.990996,POINT (-73.990996 40.760674)
266775506,04/14/2023,20:20:00,BROOKLYN,OUTSIDE,70,0,STREET,MULTI DWELL - APT BUILD,Y,18-24,M,BLACK,25-44,M,BLACK,"995,363","175,108",40.647301,-73.959953,POINT (-73.959953 40.647301)
267801633,05/05/2023,12:19:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,18-24,M,BLACK,65+,M,BLACK,"999,979","176,497",40.651108,-73.943313,POINT (-73.943313 40.651108)
270017983,06/17/2023,09:24:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,"1,009,877","237,469",40.818437,-73.907411,POINT (-73.907411 40.818437)
262673444,01/28/2023,01:03:00,MANHATTAN,INSIDE,5,1,TRANSIT,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,"983,728","201,372",40.71939629,-74.00188311,POINT (-74.00188311 40.71939629)
270814570,07/03/2023,23:49:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,"960,915","171,305",40.636841,-74.084073,POINT (-74.084073 40.636841)
266761947,04/15/2023,12:51:00,QUEENS,INSIDE,105,0,VEHICLE,(null),N,25-44,M,BLACK,25-44,M,BLACK,"1,054,843","184,906",40.673922,-73.745508,POINT (-73.745508 40.673922)
